VulnID;OccuType;DmgType;VulnType;HydroValue;Damage;Original code
1;14100;1;1;1.2192;0.19;AGR1
1;14100;1;1;1.524;0.25;AGR1
1;14100;1;1;1.8288;0.3;AGR1
1;14100;1;1;2.1336;0.35;AGR1
1;14100;1;1;2.4384;0.41;AGR1
1;14100;1;1;2.7432;0.46;AGR1
1;14100;1;1;3.048;0.51;AGR1
1;14100;1;1;3.3528;0.57;AGR1
1;14100;1;1;3.6576;0.63;AGR1
1;14100;1;1;3.9624;0.7;AGR1
1;14100;1;1;4.2672;0.75;AGR1
1;14100;1;1;4.572;0.79;AGR1
1;14100;1;1;4.8768;0.82;AGR1
1;14100;1;1;5.1816;0.84;AGR1
1;14100;1;1;5.4864;0.87;AGR1
1;14100;1;1;5.7912;0.89;AGR1
1;14100;1;1;6.096;0.9;AGR1
1;14100;1;1;6.4008;0.92;AGR1
1;14100;1;1;6.7056;0.93;AGR1
1;14100;1;1;7.0104;0.95;AGR1
1;14100;1;1;7.3152;0.96;AGR1
1;14100;2;1;-1.2192;0;AGR1
1;14100;2;1;-0.9144;0;AGR1
1;14100;2;1;-0.6096;0;AGR1
1;14100;2;1;-0.3048;0;AGR1
1;14100;2;1;0;0.06;AGR1
1;14100;2;1;0.3048;0.2;AGR1
1;14100;2;1;0.6096;0.43;AGR1
1;14100;2;1;0.9144;0.58;AGR1
1;14100;2;1;1.2192;0.65;AGR1
1;14100;2;1;1.524;0.66;AGR1
1;14100;2;1;1.8288;0.66;AGR1
1;14100;2;1;2.1336;0.67;AGR1
1;14100;2;1;2.4384;0.7;AGR1
1;14100;2;1;2.7432;0.75;AGR1
1;14100;2;1;3.048;0.76;AGR1
1;14100;2;1;3.3528;0.76;AGR1
1;14100;2;1;3.6576;0.76;AGR1
1;14100;2;1;3.9624;0.77;AGR1
1;14100;2;1;4.2672;0.77;AGR1
1;14100;2;1;4.572;0.77;AGR1
1;14100;2;1;4.8768;0.78;AGR1
1;14100;2;1;5.1816;0.78;AGR1
1;14100;2;1;5.4864;0.78;AGR1
1;14100;2;1;5.7912;0.79;AGR1
1;14100;2;1;6.096;0.79;AGR1
1;14100;2;1;6.4008;0.79;AGR1
1;14100;2;1;6.7056;0.79;AGR1
1;14100;2;1;7.0104;0.8;AGR1
1;14200;1;1;-1.2192;0;COM8
1;14200;1;1;-0.9144;0;COM8
1;14200;1;1;-0.6096;0;COM8
1;14200;1;1;-0.3048;0;COM8
1;14200;1;1;0;0.01;COM8
1;14200;1;1;0.3048;0.09;COM8
1;14200;1;1;0.6096;0.11;COM8
1;14200;1;1;0.9144;0.12;COM8
1;14200;1;1;1.2192;0.14;COM8
1;14200;1;1;1.524;0.16;COM8
1;14200;1;1;1.8288;0.18;COM8
1;14200;1;1;2.1336;0.2;COM8
1;14200;1;1;2.4384;0.22;COM8
1;14200;1;1;2.7432;0.26;COM8
1;14200;1;1;3.048;0.29;COM8
1;14200;1;1;3.3528;0.33;COM8
1;14200;1;1;3.6576;0.37;COM8
1;14200;1;1;3.9624;0.41;COM8
1;14200;1;1;4.2672;0.45;COM8
1;14200;1;1;4.572;0.5;COM8
1;14200;1;1;4.8768;0.53;COM8
1;14200;1;1;5.1816;0.57;COM8
1;14200;1;1;5.4864;0.6;COM8
1;14200;1;1;5.7912;0.63;COM8
1;14200;1;1;6.096;0.66;COM8
1;14200;1;1;6.4008;0.69;COM8
1;14200;1;1;6.7056;0.73;COM8
1;14200;1;1;7.0104;0.76;COM8
1;14200;1;1;7.3152;0.78;COM8
1;14200;2;1;-1.2192;0;COM8
1;14200;2;1;-0.9144;0;COM8
1;14200;2;1;-0.6096;0;COM8
1;14200;2;1;-0.3048;0;COM8
1;14200;2;1;0;0.13;COM8
1;14200;2;1;0.3048;0.45;COM8
1;14200;2;1;0.6096;0.55;COM8
1;14200;2;1;0.9144;0.64;COM8
1;14200;2;1;1.2192;0.73;COM8
1;14200;2;1;1.524;0.77;COM8
1;14200;2;1;1.8288;0.8;COM8
1;14200;2;1;2.1336;0.82;COM8
1;14200;2;1;2.4384;0.83;COM8
1;14200;2;1;2.7432;0.85;COM8
1;14200;2;1;3.048;0.87;COM8
1;14200;2;1;3.3528;0.89;COM8
1;14200;2;1;3.6576;0.9;COM8
1;14200;2;1;3.9624;0.91;COM8
1;14200;2;1;4.2672;0.92;COM8
1;14200;2;1;4.572;0.93;COM8
1;14200;2;1;4.8768;0.94;COM8
1;14200;2;1;5.1816;0.95;COM8
1;14200;2;1;5.4864;0.96;COM8
1;14200;2;1;5.7912;0.96;COM8
1;14200;2;1;6.096;0.96;COM8
1;14200;2;1;6.4008;0.96;COM8
1;14200;2;1;6.7056;0.96;COM8
1;14200;2;1;7.0104;0.96;COM8
1;14200;2;1;7.3152;0.96;COM8
1;20000;1;1;-1.2192;0;AGR1
1;20000;1;1;-0.9144;0;AGR1
1;20000;1;1;-0.6096;0;AGR1
1;20000;1;1;-0.3048;0;AGR1
1;20000;1;1;0;0;AGR1
1;20000;1;1;0.3048;0.06;AGR1
1;20000;1;1;0.6096;0.11;AGR1
1;20000;1;1;0.9144;0.15;AGR1
1;20000;1;1;1.2192;0.19;AGR1
1;20000;1;1;1.524;0.25;AGR1
1;20000;1;1;1.8288;0.3;AGR1
1;20000;1;1;2.1336;0.35;AGR1
1;20000;1;1;2.4384;0.41;AGR1
1;20000;1;1;2.7432;0.46;AGR1
1;20000;1;1;3.048;0.51;AGR1
1;20000;1;1;3.3528;0.57;AGR1
1;20000;1;1;3.6576;0.63;AGR1
1;20000;1;1;3.9624;0.7;AGR1
1;20000;1;1;4.2672;0.75;AGR1
1;20000;1;1;4.572;0.79;AGR1
1;20000;1;1;4.8768;0.82;AGR1
1;20000;1;1;5.1816;0.84;AGR1
1;20000;1;1;5.4864;0.87;AGR1
1;20000;1;1;5.7912;0.89;AGR1
1;20000;1;1;6.096;0.9;AGR1
1;20000;1;1;6.4008;0.92;AGR1
1;20000;1;1;6.7056;0.93;AGR1
1;20000;1;1;7.0104;0.95;AGR1
1;20000;1;1;7.3152;0.96;AGR1
1;20000;2;1;-1.2192;0;AGR1
1;20000;2;1;-0.9144;0;AGR1
1;20000;2;1;-0.6096;0;AGR1
1;20000;2;1;-0.3048;0;AGR1
1;20000;2;1;0;0.06;AGR1
1;20000;2;1;0.3048;0.2;AGR1
1;20000;2;1;0.6096;0.43;AGR1
1;20000;2;1;0.9144;0.58;AGR1
1;20000;2;1;1.2192;0.65;AGR1
1;20000;2;1;1.524;0.66;AGR1
1;20000;2;1;1.8288;0.66;AGR1
1;20000;2;1;2.1336;0.67;AGR1
1;20000;2;1;2.4384;0.7;AGR1
1;20000;2;1;2.7432;0.75;AGR1
1;20000;2;1;3.048;0.76;AGR1
1;20000;2;1;3.3528;0.76;AGR1
1;20000;2;1;3.6576;0.76;AGR1
1;20000;2;1;3.9624;0.77;AGR1
1;20000;2;1;4.2672;0.77;AGR1
1;20000;2;1;4.572;0.77;AGR1
1;20000;2;1;4.8768;0.78;AGR1
1;20000;2;1;5.1816;0.78;AGR1
1;20000;2;1;5.4864;0.78;AGR1
1;20000;2;1;5.7912;0.79;AGR1
1;20000;2;1;6.096;0.79;AGR1
1;20000;2;1;6.4008;0.79;AGR1
1;20000;2;1;6.7056;0.79;AGR1
1;20000;2;1;7.0104;0.8;AGR1
1;30000;1;1;-1.2192;0;AGR1
1;30000;1;1;-0.9144;0;AGR1
1;30000;1;1;-0.6096;0;AGR1
1;30000;1;1;-0.3048;0;AGR1
1;30000;1;1;0;0;AGR1
1;30000;1;1;0.3048;0.06;AGR1
1;30000;1;1;0.6096;0.11;AGR1
1;30000;1;1;0.9144;0.15;AGR1
1;30000;1;1;1.2192;0.19;AGR1
1;30000;1;1;1.524;0.25;AGR1
1;30000;1;1;1.8288;0.3;AGR1
1;30000;1;1;2.1336;0.35;AGR1
1;30000;1;1;2.4384;0.41;AGR1
1;30000;1;1;2.7432;0.46;AGR1
1;30000;1;1;3.048;0.51;AGR1
1;30000;1;1;3.3528;0.57;AGR1
1;30000;1;1;3.6576;0.63;AGR1
1;30000;1;1;3.9624;0.7;AGR1
1;30000;1;1;4.2672;0.75;AGR1
1;30000;1;1;4.572;0.79;AGR1
1;30000;1;1;4.8768;0.82;AGR1
1;30000;1;1;5.1816;0.84;AGR1
1;30000;1;1;5.4864;0.87;AGR1
1;30000;1;1;5.7912;0.89;AGR1
1;30000;1;1;6.096;0.9;AGR1
1;30000;1;1;6.4008;0.92;AGR1
1;30000;1;1;6.7056;0.93;AGR1
1;30000;1;1;7.0104;0.95;AGR1
1;30000;1;1;7.3152;0.96;AGR1
1;30000;2;1;-1.2192;0;AGR1
1;30000;2;1;-0.9144;0;AGR1
1;30000;2;1;-0.6096;0;AGR1
1;30000;2;1;-0.3048;0;AGR1
1;30000;2;1;0;0.06;AGR1
1;30000;2;1;0.3048;0.2;AGR1
1;30000;2;1;0.6096;0.43;AGR1
1;30000;2;1;0.9144;0.58;AGR1
1;30000;2;1;1.2192;0.65;AGR1
1;30000;2;1;1.524;0.66;AGR1
1;30000;2;1;1.8288;0.66;AGR1
1;30000;2;1;2.1336;0.67;AGR1
1;30000;2;1;2.4384;0.7;AGR1
1;30000;2;1;2.7432;0.75;AGR1
1;30000;2;1;3.048;0.76;AGR1
1;30000;2;1;3.3528;0.76;AGR1
1;30000;2;1;3.6576;0.76;AGR1
1;30000;2;1;3.9624;0.77;AGR1
1;30000;2;1;4.2672;0.77;AGR1
1;30000;2;1;4.572;0.77;AGR1
1;30000;2;1;4.8768;0.78;AGR1
1;30000;2;1;5.1816;0.78;AGR1
1;30000;2;1;5.4864;0.78;AGR1
1;30000;2;1;5.7912;0.79;AGR1
1;30000;2;1;6.096;0.79;AGR1
1;30000;2;1;6.4008;0.79;AGR1
1;30000;2;1;6.7056;0.79;AGR1
1;30000;2;1;7.0104;0.8;AGR1
1;40000;1;1;-1.2192;0;AGR1
1;40000;1;1;-0.9144;0;AGR1
1;40000;1;1;-0.6096;0;AGR1
1;40000;1;1;-0.3048;0;AGR1
1;40000;1;1;0;0;AGR1
1;40000;1;1;0.3048;0.06;AGR1
1;40000;1;1;0.6096;0.11;AGR1
1;40000;1;1;0.9144;0.15;AGR1
1;40000;1;1;1.2192;0.19;AGR1
1;40000;1;1;1.524;0.25;AGR1
1;40000;1;1;1.8288;0.3;AGR1
1;40000;1;1;2.1336;0.35;AGR1
1;40000;1;1;2.4384;0.41;AGR1
1;40000;1;1;2.7432;0.46;AGR1
1;40000;1;1;3.048;0.51;AGR1
1;40000;1;1;3.3528;0.57;AGR1
1;40000;1;1;3.6576;0.63;AGR1
1;40000;1;1;3.9624;0.7;AGR1
1;40000;1;1;4.2672;0.75;AGR1
1;40000;1;1;4.572;0.79;AGR1
1;40000;1;1;4.8768;0.82;AGR1
1;40000;1;1;5.1816;0.84;AGR1
1;40000;1;1;5.4864;0.87;AGR1
1;40000;1;1;5.7912;0.89;AGR1
1;40000;1;1;6.096;0.9;AGR1
1;40000;1;1;6.4008;0.92;AGR1
1;40000;1;1;6.7056;0.93;AGR1
1;40000;1;1;7.0104;0.95;AGR1
1;40000;1;1;7.3152;0.96;AGR1
1;40000;2;1;-1.2192;0;AGR1
1;40000;2;1;-0.9144;0;AGR1
1;40000;2;1;-0.6096;0;AGR1
1;40000;2;1;-0.3048;0;AGR1
1;40000;2;1;0;0.06;AGR1
1;40000;2;1;0.3048;0.2;AGR1
1;40000;2;1;0.6096;0.43;AGR1
1;40000;2;1;0.9144;0.58;AGR1
1;40000;2;1;1.2192;0.65;AGR1
1;40000;2;1;1.524;0.66;AGR1
1;40000;2;1;1.8288;0.66;AGR1
1;40000;2;1;2.1336;0.67;AGR1
1;40000;2;1;2.4384;0.7;AGR1
1;40000;2;1;2.7432;0.75;AGR1
1;40000;2;1;3.048;0.76;AGR1
1;40000;2;1;3.3528;0.76;AGR1
1;40000;2;1;3.6576;0.76;AGR1
1;40000;2;1;3.9624;0.77;AGR1
1;40000;2;1;4.2672;0.77;AGR1
1;40000;2;1;4.572;0.77;AGR1
1;40000;2;1;4.8768;0.78;AGR1
1;40000;2;1;5.1816;0.78;AGR1
1;40000;2;1;5.4864;0.78;AGR1
1;40000;2;1;5.7912;0.79;AGR1
1;40000;2;1;6.096;0.79;AGR1
1;40000;2;1;6.4008;0.79;AGR1
1;40000;2;1;6.7056;0.79;AGR1
1;40000;2;1;7.0104;0.8;AGR1
1;50000;1;1;-1.2192;0;AGR1
1;50000;1;1;-0.9144;0;AGR1
1;50000;1;1;-0.6096;0;AGR1
1;50000;1;1;-0.3048;0;AGR1
1;50000;1;1;0;0;AGR1
1;50000;1;1;0.3048;0.06;AGR1
1;50000;1;1;0.6096;0.11;AGR1
1;50000;1;1;0.9144;0.15;AGR1
1;50000;1;1;1.2192;0.19;AGR1
1;50000;1;1;1.524;0.25;AGR1
1;50000;1;1;1.8288;0.3;AGR1
1;50000;1;1;2.1336;0.35;AGR1
1;50000;1;1;2.4384;0.41;AGR1
1;50000;1;1;2.7432;0.46;AGR1
1;50000;1;1;3.048;0.51;AGR1
1;50000;1;1;3.3528;0.57;AGR1
1;50000;1;1;3.6576;0.63;AGR1
1;50000;1;1;3.9624;0.7;AGR1
1;50000;1;1;4.2672;0.75;AGR1
1;50000;1;1;4.572;0.79;AGR1
1;50000;1;1;4.8768;0.82;AGR1
1;50000;1;1;5.1816;0.84;AGR1
1;50000;1;1;5.4864;0.87;AGR1
1;50000;1;1;5.7912;0.89;AGR1
1;50000;1;1;6.096;0.9;AGR1
1;50000;1;1;6.4008;0.92;AGR1
1;50000;1;1;6.7056;0.93;AGR1
1;50000;1;1;7.0104;0.95;AGR1
1;50000;1;1;7.3152;0.96;AGR1
1;50000;2;1;-1.2192;0;AGR1
1;50000;2;1;-0.9144;0;AGR1
1;50000;2;1;-0.6096;0;AGR1
1;50000;2;1;-0.3048;0;AGR1
1;50000;2;1;0;0.06;AGR1
1;50000;2;1;0.3048;0.2;AGR1
1;50000;2;1;0.6096;0.43;AGR1
1;50000;2;1;0.9144;0.58;AGR1
1;50000;2;1;1.2192;0.65;AGR1
1;50000;2;1;1.524;0.66;AGR1
1;50000;2;1;1.8288;0.66;AGR1
1;50000;2;1;2.1336;0.67;AGR1
1;50000;2;1;2.4384;0.7;AGR1
1;50000;2;1;2.7432;0.75;AGR1
1;50000;2;1;3.048;0.76;AGR1
1;50000;2;1;3.3528;0.76;AGR1
1;50000;2;1;3.6576;0.76;AGR1
1;50000;2;1;3.9624;0.77;AGR1
1;50000;2;1;4.2672;0.77;AGR1
1;50000;2;1;4.572;0.77;AGR1
1;50000;2;1;4.8768;0.78;AGR1
1;50000;2;1;5.1816;0.78;AGR1
1;50000;2;1;5.4864;0.78;AGR1
1;50000;2;1;5.7912;0.79;AGR1
1;50000;2;1;6.096;0.79;AGR1
1;50000;2;1;6.4008;0.79;AGR1
1;50000;2;1;6.7056;0.79;AGR1
1;50000;2;1;7.0104;0.8;AGR1
2;11100;1;1;0.49;0.21;RES4
2;11100;1;1;0.76;0.25;RES4
2;11100;1;1;1.03;0.29;RES4
2;11100;1;1;1.29;0.35;RES4
2;11100;1;1;1.71;0.41;RES4
2;11100;1;1;2.18;0.47;RES4
2;11100;1;1;2.79;0.56;RES4
2;11100;1;1;3.31;0.61;RES4
2;11100;1;1;3.88;0.67;RES4
2;11100;1;1;4.39;0.72;RES4
2;11100;1;1;4.99;0.77;RES4
2;11100;1;1;5.76;0.82;RES4
2;11100;1;1;6.38;0.85;RES4
2;11100;1;1;6.97;0.89;RES4
2;11100;1;1;7.59;0.91;RES4
2;11100;1;1;8.52;0.94;RES4
2;11100;1;1;9.28;0.96;RES4
2;11100;1;1;10.28;0.97;RES4
2;11100;1;1;11.49;0.99;RES4
2;11100;1;1;12.48;1;RES4
2;11100;1;1;13.81;1;RES4
2;11100;1;1;15.06;1;RES4
2;11100;1;1;16.24;1;RES4
2;11100;1;1;17.48;1;RES4
2;11100;2;1;0.49;0.21;RES4
2;11100;2;1;0.76;0.25;RES4
2;11100;2;1;1.03;0.29;RES4
2;11100;2;1;1.29;0.35;RES4
2;11100;2;1;1.71;0.41;RES4
2;11100;2;1;2.18;0.47;RES4
2;11100;2;1;2.79;0.56;RES4
2;11100;2;1;3.31;0.61;RES4
2;11100;2;1;3.88;0.67;RES4
2;11100;2;1;4.39;0.72;RES4
2;11100;2;1;4.99;0.77;RES4
2;11100;2;1;5.76;0.82;RES4
2;11100;2;1;6.38;0.85;RES4
2;11100;2;1;6.97;0.89;RES4
2;11100;2;1;7.59;0.91;RES4
2;11100;2;1;8.52;0.94;RES4
2;11100;2;1;9.28;0.96;RES4
2;11100;2;1;10.28;0.97;RES4
2;11100;2;1;11.49;0.99;RES4
2;11100;2;1;12.48;1;RES4
2;11100;2;1;13.81;1;RES4
2;11100;2;1;15.06;1;RES4
2;11100;2;1;16.24;1;RES4
2;11100;2;1;17.48;1;RES4
2;11210;1;1;0.49;0.21;RES4
2;11210;1;1;0.76;0.25;RES4
2;11210;1;1;1.03;0.29;RES4
2;11210;1;1;1.29;0.35;RES4
2;11210;1;1;1.71;0.41;RES4
2;11210;1;1;2.18;0.47;RES4
2;11210;1;1;2.79;0.56;RES4
2;11210;1;1;3.31;0.61;RES4
2;11210;1;1;3.88;0.67;RES4
2;11210;1;1;4.39;0.72;RES4
2;11210;1;1;4.99;0.77;RES4
2;11210;1;1;5.76;0.82;RES4
2;11210;1;1;6.38;0.85;RES4
2;11210;1;1;6.97;0.89;RES4
2;11210;1;1;7.59;0.91;RES4
2;11210;1;1;8.52;0.94;RES4
2;11210;1;1;9.28;0.96;RES4
2;11210;1;1;10.28;0.97;RES4
2;11210;1;1;11.49;0.99;RES4
2;11210;1;1;12.48;1;RES4
2;11210;1;1;13.81;1;RES4
2;11210;1;1;15.06;1;RES4
2;11210;1;1;16.24;1;RES4
2;11210;1;1;17.48;1;RES4
2;11210;2;1;0.49;0.21;RES4
2;11210;2;1;0.76;0.25;RES4
2;11210;2;1;1.03;0.29;RES4
2;11210;2;1;1.29;0.35;RES4
2;11210;2;1;1.71;0.41;RES4
2;11210;2;1;2.18;0.47;RES4
2;11210;2;1;2.79;0.56;RES4
2;11210;2;1;3.31;0.61;RES4
2;11210;2;1;3.88;0.67;RES4
2;11210;2;1;4.39;0.72;RES4
2;11210;2;1;4.99;0.77;RES4
2;11210;2;1;5.76;0.82;RES4
2;11210;2;1;6.38;0.85;RES4
2;11210;2;1;6.97;0.89;RES4
2;11210;2;1;7.59;0.91;RES4
2;11210;2;1;8.52;0.94;RES4
2;11210;2;1;9.28;0.96;RES4
2;11210;2;1;10.28;0.97;RES4
2;11210;2;1;11.49;0.99;RES4
2;11210;2;1;12.48;1;RES4
2;11210;2;1;13.81;1;RES4
2;11210;2;1;15.06;1;RES4
2;11210;2;1;16.24;1;RES4
2;11210;2;1;17.48;1;RES4
2;11220;1;1;0.5;0.3;RES3
2;11220;1;1;0.66;0.33;RES3
2;11220;1;1;0.91;0.38;RES3
2;11220;1;1;1.12;0.43;RES3
2;11220;1;1;1.42;0.5;RES3
2;11220;1;1;1.7;0.55;RES3
2;11220;1;1;2.01;0.6;RES3
2;11220;1;1;2.3;0.65;RES3
2;11220;1;1;2.55;0.69;RES3
2;11220;1;1;2.87;0.73;RES3
2;11220;1;1;3.35;0.78;RES3
2;11220;1;1;3.75;0.82;RES3
2;11220;1;1;4.17;0.86;RES3
2;11220;1;1;4.6;0.89;RES3
2;11220;1;1;5.19;0.92;RES3
2;11220;1;1;5.59;0.94;RES3
2;11220;1;1;6.03;0.95;RES3
2;11220;1;1;6.53;0.97;RES3
2;11220;1;1;7.13;0.98;RES3
2;11220;1;1;7.59;0.99;RES3
2;11220;1;1;8.1;0.99;RES3
2;11220;1;1;8.64;1;RES3
2;11220;1;1;9.26;1;RES3
2;11220;1;1;10.04;1;RES3
2;11220;1;1;10.93;1;RES3
2;11220;1;1;11.51;1;RES3
2;11220;2;1;0.5;0.3;RES3
2;11220;2;1;0.66;0.33;RES3
2;11220;2;1;0.91;0.38;RES3
2;11220;2;1;1.12;0.43;RES3
2;11220;2;1;1.42;0.5;RES3
2;11220;2;1;1.7;0.55;RES3
2;11220;2;1;2.01;0.6;RES3
2;11220;2;1;2.3;0.65;RES3
2;11220;2;1;2.55;0.69;RES3
2;11220;2;1;2.87;0.73;RES3
2;11220;2;1;3.35;0.78;RES3
2;11220;2;1;3.75;0.82;RES3
2;11220;2;1;4.17;0.86;RES3
2;11220;2;1;4.6;0.89;RES3
2;11220;2;1;5.19;0.92;RES3
2;11220;2;1;5.59;0.94;RES3
2;11220;2;1;6.03;0.95;RES3
2;11220;2;1;6.53;0.97;RES3
2;11220;2;1;7.13;0.98;RES3
2;11220;2;1;7.59;0.99;RES3
2;11220;2;1;8.1;0.99;RES3
2;11220;2;1;8.64;1;RES3
2;11220;2;1;9.26;1;RES3
2;11220;2;1;10.04;1;RES3
2;11220;2;1;10.93;1;RES3
2;11220;2;1;11.51;1;RES3
2;11230;1;1;0.01;0;RES2
2;11230;1;1;0.04;0.03;RES2
2;11230;1;1;0.1;0.06;RES2
2;11230;1;1;0.16;0.08;RES2
2;11230;1;1;0.22;0.12;RES2
2;11230;1;1;0.3;0.16;RES2
2;11230;1;1;0.45;0.23;RES2
2;11230;1;1;0.52;0.28;RES2
2;11230;1;1;0.71;0.37;RES2
2;11230;1;1;0.87;0.45;RES2
2;11230;1;1;0.93;0.48;RES2
2;11230;1;1;1;0.52;RES2
2;11230;1;1;1.18;0.57;RES2
2;11230;1;1;1.36;0.62;RES2
2;11230;1;1;1.48;0.66;RES2
2;11230;1;1;1.6;0.69;RES2
2;11230;1;1;1.74;0.73;RES2
2;11230;1;1;1.85;0.76;RES2
2;11230;1;1;1.98;0.8;RES2
2;11230;1;1;2.09;0.82;RES2
2;11230;1;1;2.27;0.84;RES2
2;11230;1;1;2.47;0.87;RES2
2;11230;1;1;2.75;0.91;RES2
2;11230;1;1;2.96;0.93;RES2
2;11230;1;1;3.13;0.94;RES2
2;11230;1;1;3.41;0.96;RES2
2;11230;1;1;3.67;0.97;RES2
2;11230;1;1;3.95;0.99;RES2
2;11230;1;1;4.08;0.99;RES2
2;11230;1;1;4.28;0.99;RES2
2;11230;1;1;4.66;1;RES2
2;11230;1;1;5.1;1;RES2
2;11230;1;1;5.47;1;RES2
2;11230;1;1;5.78;1;RES2
2;11230;1;1;5.99;1;RES2
2;11230;2;1;0.01;0;RES2
2;11230;2;1;0.04;0.03;RES2
2;11230;2;1;0.1;0.06;RES2
2;11230;2;1;0.16;0.08;RES2
2;11230;2;1;0.22;0.12;RES2
2;11230;2;1;0.3;0.16;RES2
2;11230;2;1;0.45;0.23;RES2
2;11230;2;1;0.52;0.28;RES2
2;11230;2;1;0.71;0.37;RES2
2;11230;2;1;0.87;0.45;RES2
2;11230;2;1;0.93;0.48;RES2
2;11230;2;1;1;0.52;RES2
2;11230;2;1;1.18;0.57;RES2
2;11230;2;1;1.36;0.62;RES2
2;11230;2;1;1.48;0.66;RES2
2;11230;2;1;1.6;0.69;RES2
2;11230;2;1;1.74;0.73;RES2
2;11230;2;1;1.85;0.76;RES2
2;11230;2;1;1.98;0.8;RES2
2;11230;2;1;2.09;0.82;RES2
2;11230;2;1;2.27;0.84;RES2
2;11230;2;1;2.47;0.87;RES2
2;11230;2;1;2.75;0.91;RES2
2;11230;2;1;2.96;0.93;RES2
2;11230;2;1;3.13;0.94;RES2
2;11230;2;1;3.41;0.96;RES2
2;11230;2;1;3.67;0.97;RES2
2;11230;2;1;3.95;0.99;RES2
2;11230;2;1;4.08;0.99;RES2
2;11230;2;1;4.28;0.99;RES2
2;11230;2;1;4.66;1;RES2
2;11230;2;1;5.1;1;RES2
2;11230;2;1;5.47;1;RES2
2;11230;2;1;5.78;1;RES2
2;11230;2;1;5.99;1;RES2
2;11240;1;1;0;0;RES1
2;11240;1;1;0.31;0.01;RES1
2;11240;1;1;0.82;0.03;RES1
2;11240;1;1;1.24;0.04;RES1
2;11240;1;1;1.52;0.05;RES1
2;11240;1;1;1.78;0.07;RES1
2;11240;1;1;2.07;0.08;RES1
2;11240;1;1;2.27;0.12;RES1
2;11240;1;1;2.54;0.15;RES1
2;11240;1;1;2.78;0.2;RES1
2;11240;1;1;3;0.24;RES1
2;11240;1;1;3.31;0.31;RES1
2;11240;1;1;3.63;0.37;RES1
2;11240;1;1;3.8;0.41;RES1
2;11240;1;1;4.02;0.47;RES1
2;11240;1;1;4.14;0.51;RES1
2;11240;1;1;4.25;0.56;RES1
2;11240;1;1;4.4;0.61;RES1
2;11240;1;1;4.6;0.66;RES1
2;11240;1;1;4.83;0.68;RES1
2;11240;1;1;5.28;0.68;RES1
2;11240;1;1;5.93;0.68;RES1
2;11240;1;1;5.93;0.68;RES1
2;11240;2;1;0;0;RES1
2;11240;2;1;0.11;0.03;RES1
2;11240;2;1;0.26;0.07;RES1
2;11240;2;1;0.47;0.11;RES1
2;11240;2;1;0.76;0.14;RES1
2;11240;2;1;1.01;0.15;RES1
2;11240;2;1;1.33;0.15;RES1
2;11240;2;1;1.72;0.16;RES1
2;11240;2;1;2.09;0.16;RES1
2;11240;2;1;2.45;0.18;RES1
2;11240;2;1;2.68;0.19;RES1
2;11240;2;1;2.93;0.21;RES1
2;11240;2;1;3.19;0.22;RES1
2;11240;2;1;3.54;0.24;RES1
2;11240;2;1;3.91;0.26;RES1
2;11240;2;1;4.21;0.28;RES1
2;11240;2;1;4.46;0.3;RES1
2;11240;2;1;4.66;0.31;RES1
2;11240;2;1;5.32;0.32;RES1
2;11240;2;1;5.83;0.32;RES1
2;11240;2;1;5.97;0.32;RES1
2;11300;1;1;0;0;RES1
2;11300;1;1;0.31;0.01;RES1
2;11300;1;1;0.82;0.03;RES1
2;11300;1;1;1.24;0.04;RES1
2;11300;1;1;1.52;0.05;RES1
2;11300;1;1;1.78;0.07;RES1
2;11300;1;1;2.07;0.08;RES1
2;11300;1;1;2.27;0.12;RES1
2;11300;1;1;2.54;0.15;RES1
